Date,Symbol,Type,Entry Price,Exit Price,Entry Time,Exit Time,Exit Reason,PnL,Trade Count
2024-03-12,BHEL,SELL,251.25,247.95,2024-03-12 09:20:00,2024-03-12 09:25:00,Target Hit,3.3,6
2024-03-13,BHEL,SELL,242.0,240.25,2024-03-13 09:20:00,2024-03-13 09:30:00,Target Hit,1.75,5
2024-03-14,BHEL,BUY,229.8,228.55,2024-03-14 09:20:00,2024-03-14 09:25:00,Stop Loss,-1.25,9
2024-03-15,BHEL,BUY,227.1,225.45,2024-03-15 09:20:00,2024-03-15 09:25:00,Stop Loss,-1.65,5
2024-03-15,BHEL,SELL,222.35,218.6,2024-03-15 09:35:00,2024-03-15 09:45:00,Target Hit,3.75,18
2024-03-18,BHEL,BUY,219.15,217.2,2024-03-18 09:25:00,2024-03-18 09:30:00,Stop Loss,-1.95,6
2024-03-19,BHEL,BUY,225.6,224.8,2024-03-19 09:25:00,2024-03-19 09:40:00,Stop Loss,-0.8,9
2024-03-19,BHEL,SELL,221.25,219.75,2024-03-19 10:15:00,2024-03-19 10:20:00,Target Hit,1.5,28
2024-03-20,BHEL,SELL,219.7,220.8,2024-03-20 09:40:00,2024-03-20 09:45:00,Stop Loss,-1.1,20
2024-03-20,BHEL,BUY,224.5,225.45,2024-03-20 15:05:00,2024-03-20 15:15:00,Time Exit,0.95,33
2024-03-21,BHEL,BUY,233.5,234.95,2024-03-21 09:35:00,2024-03-21 10:20:00,Target Hit,1.45,11
2024-03-22,BHEL,BUY,239.4,238.8,2024-03-22 13:35:00,2024-03-22 15:00:00,Stop Loss,-0.6,33
2024-03-26,BHEL,BUY,240.0,239.2,2024-03-26 11:00:00,2024-03-26 11:10:00,Stop Loss,-0.8,24
2024-03-27,BHEL,BUY,244.5,246.4,2024-03-27 09:25:00,2024-03-27 09:35:00,Target Hit,1.9,9
2024-03-28,BHEL,SELL,248.5,246.7,2024-03-28 09:20:00,2024-03-28 10:00:00,Target Hit,1.8,4
2024-04-01,BHEL,BUY,251.65,250.75,2024-04-01 09:35:00,2024-04-01 09:40:00,Stop Loss,-0.9,16
2024-01-01,BPCL,SELL,215.9,215.5,2024-01-01 14:25:00,2024-01-01 15:15:00,Time Exit,0.4,29
2024-01-02,BPCL,BUY,216.65,215.7,2024-01-02 09:35:00,2024-01-02 09:55:00,Stop Loss,-0.95,21
2024-01-02,BPCL,SELL,214.5,215.4,2024-01-02 10:25:00,2024-01-02 10:50:00,Stop Loss,-0.9,35
2024-01-03,BPCL,SELL,218.05,218.65,2024-01-03 09:35:00,2024-01-03 10:05:00,Stop Loss,-0.6,16
2024-01-03,BPCL,BUY,219.8,221.5,2024-01-03 10:40:00,2024-01-03 12:30:00,Target Hit,1.7,28
2024-01-04,BPCL,SELL,215.15,215.7,2024-01-04 14:25:00,2024-01-04 15:05:00,Stop Loss,-0.55,33
2024-01-05,BPCL,BUY,218.05,217.2,2024-01-05 09:20:00,2024-01-05 09:40:00,Stop Loss,-0.85,3
2024-01-05,BPCL,SELL,215.8,216.6,2024-01-05 10:50:00,2024-01-05 10:55:00,Stop Loss,-0.8,31
2024-01-08,BPCL,SELL,216.75,217.3,2024-01-08 11:15:00,2024-01-08 11:30:00,Stop Loss,-0.55,29
2024-01-09,BPCL,SELL,218.9,217.75,2024-01-09 09:20:00,2024-01-09 10:00:00,Target Hit,1.15,5
2024-01-09,BPCL,BUY,220.6,220.0,2024-01-09 13:30:00,2024-01-09 14:05:00,Stop Loss,-0.6,36
2024-01-10,BPCL,SELL,212.7,213.6,2024-01-10 09:25:00,2024-01-10 09:30:00,Stop Loss,-0.9,19
2024-01-11,BPCL,BUY,217.9,217.35,2024-01-11 10:05:00,2024-01-11 11:50:00,Stop Loss,-0.55,22
2024-01-12,BPCL,SELL,217.9,218.45,2024-01-12 09:25:00,2024-01-12 10:35:00,Stop Loss,-0.55,12
2024-01-15,BPCL,SELL,218.75,217.65,2024-01-15 09:35:00,2024-01-15 10:30:00,Target Hit,1.1,18
2024-01-15,BPCL,BUY,220.7,219.95,2024-01-15 11:40:00,2024-01-15 12:00:00,Stop Loss,-0.75,32
2024-01-16,BPCL,BUY,223.55,224.9,2024-01-16 10:50:00,2024-01-16 11:20:00,Target Hit,1.35,27
2024-01-17,BPCL,BUY,226.45,224.75,2024-01-17 09:25:00,2024-01-17 09:55:00,Stop Loss,-1.7,6
2024-01-18,BPCL,SELL,222.35,221.0,2024-01-18 09:45:00,2024-01-18 09:50:00,Target Hit,1.35,25
2024-01-18,BPCL,BUY,227.3,229.2,2024-01-18 10:35:00,2024-01-18 10:45:00,Target Hit,1.9,30
2024-01-19,BPCL,SELL,226.5,227.2,2024-01-19 09:30:00,2024-01-19 09:35:00,Stop Loss,-0.7,13
2024-01-19,BPCL,BUY,229.0,228.4,2024-01-19 13:20:00,2024-01-19 13:25:00,Stop Loss,-0.6,30
2024-01-20,BPCL,SELL,230.75,231.5,2024-01-20 09:30:00,2024-01-20 09:45:00,Stop Loss,-0.75,14
2024-01-23,BPCL,SELL,228.6,229.25,2024-01-23 09:20:00,2024-01-23 09:50:00,Stop Loss,-0.65,8
2024-01-24,BPCL,BUY,224.15,223.15,2024-01-24 09:35:00,2024-01-24 09:40:00,Stop Loss,-1.0,17
2024-01-25,BPCL,BUY,230.85,230.25,2024-01-25 09:25:00,2024-01-25 10:45:00,Stop Loss,-0.6,7
2024-01-25,BPCL,SELL,226.4,227.9,2024-01-25 13:30:00,2024-01-25 13:50:00,Stop Loss,-1.5,34
2024-01-29,BPCL,BUY,227.65,228.9,2024-01-29 09:30:00,2024-01-29 09:40:00,Target Hit,1.25,14
2024-01-30,BPCL,SELL,236.8,238.8,2024-01-30 09:20:00,2024-01-30 09:30:00,Stop Loss,-2.0,6
2024-01-30,BPCL,BUY,240.7,239.45,2024-01-30 09:35:00,2024-01-30 09:50:00,Stop Loss,-1.25,18
2024-01-31,BPCL,BUY,245.4,244.75,2024-01-31 09:30:00,2024-01-31 09:35:00,Stop Loss,-0.65,20
2024-01-31,BPCL,SELL,240.9,239.1,2024-01-31 10:50:00,2024-01-31 14:15:00,Target Hit,1.8,28
2024-02-01,BPCL,BUY,246.3,245.3,2024-02-01 09:30:00,2024-02-01 09:40:00,Stop Loss,-1.0,17
2024-02-01,BPCL,SELL,241.2,241.9,2024-02-01 11:15:00,2024-02-01 11:20:00,Stop Loss,-0.7,30
2024-02-02,BPCL,BUY,251.9,253.5,2024-02-02 09:20:00,2024-02-02 09:40:00,Target Hit,1.6,5
2024-02-05,BPCL,BUY,274.9,272.0,2024-02-05 09:25:00,2024-02-05 09:30:00,Stop Loss,-2.9,10
2024-02-06,BPCL,BUY,280.7,283.0,2024-02-06 09:50:00,2024-02-06 10:00:00,Target Hit,2.3,15
2024-02-07,BPCL,SELL,292.35,290.5,2024-02-07 09:20:00,2024-02-07 09:25:00,Target Hit,1.85,3
2024-02-07,BPCL,BUY,298.7,296.1,2024-02-07 09:55:00,2024-02-07 10:00:00,Stop Loss,-2.6,27
2024-02-08,BPCL,BUY,300.45,298.9,2024-02-08 09:20:00,2024-02-08 09:25:00,Stop Loss,-1.55,4
2024-02-09,BPCL,SELL,294.4,290.65,2024-02-09 09:30:00,2024-02-09 09:35:00,Target Hit,3.75,9
2024-02-12,BPCL,SELL,293.7,296.3,2024-02-12 09:20:00,2024-02-12 09:25:00,Stop Loss,-2.6,5
2024-02-13,BPCL,SELL,282.35,284.5,2024-02-13 09:20:00,2024-02-13 09:25:00,Stop Loss,-2.15,5
2024-02-13,BPCL,BUY,287.45,285.3,2024-02-13 11:10:00,2024-02-13 11:15:00,Stop Loss,-2.15,38
2024-02-14,BPCL,BUY,290.3,292.2,2024-02-14 11:25:00,2024-02-14 11:40:00,Target Hit,1.9,23
2024-02-15,BPCL,BUY,307.9,306.9,2024-02-15 09:20:00,2024-02-15 09:25:00,Stop Loss,-1.0,4
2024-02-16,BPCL,BUY,331.5,329.0,2024-02-16 09:20:00,2024-02-16 09:30:00,Stop Loss,-2.5,6
2024-02-16,BPCL,SELL,318.5,319.35,2024-02-16 12:20:00,2024-02-16 12:25:00,Stop Loss,-0.85,25
2024-02-19,BPCL,SELL,315.9,316.75,2024-02-19 09:50:00,2024-02-19 10:00:00,Stop Loss,-0.85,21
2024-02-19,BPCL,BUY,321.5,316.2,2024-02-19 10:15:00,2024-02-19 10:25:00,Stop Loss,-5.3,23
2024-02-20,BPCL,SELL,311.8,315.45,2024-02-20 09:20:00,2024-02-20 09:25:00,Stop Loss,-3.65,4
2024-02-20,BPCL,BUY,316.8,318.0,2024-02-20 14:15:00,2024-02-20 15:15:00,Time Exit,1.2,31
2024-02-21,BPCL,SELL,315.6,316.4,2024-02-21 09:20:00,2024-02-21 09:25:00,Stop Loss,-0.8,5
2024-02-22,BPCL,SELL,298.9,296.5,2024-02-22 09:25:00,2024-02-22 09:30:00,Target Hit,2.4,11
2024-02-23,BPCL,SELL,299.9,300.7,2024-02-23 09:30:00,2024-02-23 09:40:00,Stop Loss,-0.8,13
2024-02-26,BPCL,SELL,291.8,292.9,2024-02-26 10:25:00,2024-02-26 10:45:00,Stop Loss,-1.1,25
2024-02-26,BPCL,BUY,300.5,298.7,2024-02-26 13:50:00,2024-02-26 14:00:00,Stop Loss,-1.8,34
2024-02-27,BPCL,BUY,304.55,301.85,2024-02-27 09:25:00,2024-02-27 10:05:00,Stop Loss,-2.7,8
2024-02-27,BPCL,SELL,300.2,301.9,2024-02-27 12:00:00,2024-02-27 13:15:00,Stop Loss,-1.7,26
2024-02-28,BPCL,SELL,299.95,298.05,2024-02-28 09:35:00,2024-02-28 10:45:00,Target Hit,1.9,12
2024-02-29,BPCL,SELL,288.25,291.5,2024-02-29 09:20:00,2024-02-29 09:25:00,Stop Loss,-3.25,5
2024-03-01,BPCL,BUY,299.8,301.4,2024-03-01 09:20:00,2024-03-01 09:30:00,Target Hit,1.6,4
2024-03-02,BPCL,SELL,299.0,299.9,2024-03-02 09:20:00,2024-03-02 09:25:00,Stop Loss,-0.9,7
2024-03-02,BPCL,BUY,302.5,301.6,2024-03-02 11:30:00,2024-03-02 11:40:00,Stop Loss,-0.9,17
2024-03-04,BPCL,BUY,303.2,301.15,2024-03-04 09:30:00,2024-03-04 09:45:00,Stop Loss,-2.05,21
2024-03-05,BPCL,SELL,307.0,308.6,2024-03-05 10:15:00,2024-03-05 10:35:00,Stop Loss,-1.6,24
2024-03-05,BPCL,BUY,310.85,312.6,2024-03-05 10:50:00,2024-03-05 11:30:00,Target Hit,1.75,29
2024-03-06,BPCL,BUY,315.8,314.1,2024-03-06 09:20:00,2024-03-06 09:25:00,Stop Loss,-1.7,4
2024-03-06,BPCL,SELL,306.3,303.05,2024-03-06 09:45:00,2024-03-06 10:05:00,Target Hit,3.25,22
2024-03-07,BPCL,SELL,304.95,306.4,2024-03-07 09:20:00,2024-03-07 09:35:00,Stop Loss,-1.45,4
2024-03-11,BPCL,BUY,302.75,304.6,2024-03-11 09:20:00,2024-03-11 09:25:00,Target Hit,1.85,7
2024-03-12,BPCL,SELL,301.05,303.3,2024-03-12 09:25:00,2024-03-12 09:30:00,Stop Loss,-2.25,17
2024-03-13,BPCL,SELL,301.1,299.3,2024-03-13 09:20:00,2024-03-13 09:30:00,Target Hit,1.8,6
2024-03-14,BPCL,BUY,294.1,293.2,2024-03-14 09:20:00,2024-03-14 09:30:00,Stop Loss,-0.9,10
2024-03-15,BPCL,BUY,288.7,285.4,2024-03-15 09:20:00,2024-03-15 09:25:00,Stop Loss,-3.3,6
2024-03-15,BPCL,SELL,280.2,278.1,2024-03-15 09:45:00,2024-03-15 09:55:00,Target Hit,2.1,20
2024-03-19,BPCL,SELL,273.9,272.4,2024-03-19 09:55:00,2024-03-19 10:00:00,Target Hit,1.5,23
2024-03-21,BPCL,BUY,281.65,283.4,2024-03-21 10:00:00,2024-03-21 10:20:00,Target Hit,1.75,18
2024-03-22,BPCL,BUY,285.5,287.3,2024-03-22 09:30:00,2024-03-22 09:35:00,Target Hit,1.8,17
2024-03-26,BPCL,BUY,286.5,288.2,2024-03-26 09:50:00,2024-03-26 10:35:00,Target Hit,1.7,17
2024-03-27,BPCL,BUY,294.85,294.1,2024-03-27 09:20:00,2024-03-27 09:35:00,Stop Loss,-0.75,4
2024-03-27,BPCL,SELL,290.5,289.0,2024-03-27 14:30:00,2024-03-27 14:50:00,Target Hit,1.5,36
2024-03-28,BPCL,BUY,291.2,290.3,2024-03-28 09:40:00,2024-03-28 09:55:00,Stop Loss,-0.9,13
2024-04-01,BPCL,SELL,290.3,291.15,2024-04-01 10:55:00,2024-04-01 11:10:00,Stop Loss,-0.85,24
2024-01-01,BRITANNIA,SELL,5301.8,5320.4,2024-01-01 09:20:00,2024-01-01 10:35:00,Stop Loss,-18.6,6
2024-01-02,BRITANNIA,SELL,5288.0,5260.5,2024-01-02 09:25:00,2024-01-02 10:50:00,Target Hit,27.5,13
2024-01-03,BRITANNIA,BUY,5320.0,5305.05,2024-01-03 09:20:00,2024-01-03 09:35:00,Stop Loss,-14.95,4
2024-01-03,BRITANNIA,SELL,5259.0,5254.45,2024-01-03 13:35:00,2024-01-03 15:15:00,Time Exit,4.55,37
2024-01-04,BRITANNIA,SELL,5232.2,5250.0,2024-01-04 09:55:00,2024-01-04 10:55:00,Stop Loss,-17.8,23
2024-01-04,BRITANNIA,BUY,5275.0,5315.1,2024-01-04 12:20:00,2024-01-04 13:15:00,Target Hit,40.1,31
2024-01-05,BRITANNIA,SELL,5328.0,5299.8,2024-01-05 09:25:00,2024-01-05 09:55:00,Target Hit,28.2,10
2024-01-08,BRITANNIA,SELL,5243.45,5213.35,2024-01-08 09:25:00,2024-01-08 09:45:00,Target Hit,30.1,11
2024-01-09,BRITANNIA,SELL,5170.05,5142.35,2024-01-09 09:20:00,2024-01-09 09:40:00,Target Hit,27.7,6
2024-01-10,BRITANNIA,SELL,5086.0,5059.65,2024-01-10 10:25:00,2024-01-10 13:05:00,Target Hit,26.35,27
2024-01-11,BRITANNIA,SELL,5086.75,5115.35,2024-01-11 09:40:00,2024-01-11 11:15:00,Stop Loss,-28.6,17
2024-01-11,BRITANNIA,BUY,5139.45,5177.35,2024-01-11 11:40:00,2024-01-11 12:20:00,Target Hit,37.9,25
2024-01-12,BRITANNIA,BUY,5167.25,5211.9,2024-01-12 09:30:00,2024-01-12 10:40:00,Target Hit,44.65,17
2024-01-15,BRITANNIA,SELL,5156.05,5123.25,2024-01-15 09:30:00,2024-01-15 09:40:00,Target Hit,32.8,14
2024-01-15,BRITANNIA,BUY,5196.0,5182.0,2024-01-15 10:20:00,2024-01-15 11:10:00,Stop Loss,-14.0,28
2024-01-16,BRITANNIA,BUY,5200.6,5187.1,2024-01-16 09:20:00,2024-01-16 11:30:00,Stop Loss,-13.5,5
2024-01-16,BRITANNIA,SELL,5155.0,5126.7,2024-01-16 13:05:00,2024-01-16 15:15:00,Target Hit,28.3,37
2024-01-17,BRITANNIA,SELL,5091.0,5063.0,2024-01-17 10:40:00,2024-01-17 15:00:00,Target Hit,28.0,18
2024-01-18,BRITANNIA,SELL,4991.8,5014.95,2024-01-18 09:45:00,2024-01-18 10:05:00,Stop Loss,-23.15,26
2024-01-19,BRITANNIA,BUY,5088.3,5071.35,2024-01-19 09:25:00,2024-01-19 09:35:00,Stop Loss,-16.95,9
2024-01-20,BRITANNIA,BUY,5241.75,5202.75,2024-01-20 09:20:00,2024-01-20 09:30:00,Stop Loss,-39.0,2
2024-01-23,BRITANNIA,SELL,5123.0,5097.1,2024-01-23 09:20:00,2024-01-23 09:35:00,Target Hit,25.9,9
2024-01-24,BRITANNIA,BUY,5075.95,5111.2,2024-01-24 09:45:00,2024-01-24 10:15:00,Target Hit,35.25,18
2024-01-25,BRITANNIA,BUY,5191.25,5219.95,2024-01-25 09:20:00,2024-01-25 09:25:00,Target Hit,28.7,4
2024-01-25,BRITANNIA,SELL,5116.2,5138.1,2024-01-25 12:05:00,2024-01-25 14:00:00,Stop Loss,-21.9,32
2024-01-29,BRITANNIA,SELL,5139.0,5144.05,2024-01-29 15:05:00,2024-01-29 15:15:00,Time Exit,-5.05,32
2024-01-30,BRITANNIA,SELL,5140.0,5158.1,2024-01-30 10:55:00,2024-01-30 11:35:00,Stop Loss,-18.1,24
2024-01-31,BRITANNIA,BUY,5107.25,5072.0,2024-01-31 09:30:00,2024-01-31 10:25:00,Stop Loss,-35.25,21
2024-01-31,BRITANNIA,SELL,5072.0,5041.85,2024-01-31 10:25:00,2024-01-31 11:00:00,Target Hit,30.15,27
2024-02-01,BRITANNIA,SELL,5153.35,5173.0,2024-02-01 10:10:00,2024-02-01 10:40:00,Stop Loss,-19.65,25
2024-02-02,BRITANNIA,BUY,5168.4,5198.0,2024-02-02 09:35:00,2024-02-02 09:50:00,Target Hit,29.6,12
2024-02-05,BRITANNIA,SELL,5144.7,5112.0,2024-02-05 10:30:00,2024-02-05 11:40:00,Target Hit,32.7,25
2024-02-06,BRITANNIA,SELL,5061.6,5082.5,2024-02-06 10:15:00,2024-02-06 11:30:00,Stop Loss,-20.9,20
2024-02-07,BRITANNIA,SELL,5022.0,4964.7,2024-02-07 09:25:00,2024-02-07 09:40:00,Target Hit,57.3,16
2024-02-08,BRITANNIA,SELL,5050.95,5022.35,2024-02-08 09:20:00,2024-02-08 09:35:00,Target Hit,28.6,5
2024-02-09,BRITANNIA,BUY,4958.8,4945.25,2024-02-09 12:10:00,2024-02-09 12:20:00,Stop Loss,-13.55,34
2024-02-12,BRITANNIA,BUY,4974.55,4958.65,2024-02-12 09:35:00,2024-02-12 09:55:00,Stop Loss,-15.9,13
2024-02-13,BRITANNIA,BUY,4994.0,5020.45,2024-02-13 10:00:00,2024-02-13 10:10:00,Target Hit,26.45,28
2024-02-14,BRITANNIA,BUY,5003.55,4985.95,2024-02-14 09:40:00,2024-02-14 09:45:00,Stop Loss,-17.6,16
2024-02-14,BRITANNIA,SELL,4952.05,4971.2,2024-02-14 12:20:00,2024-02-14 14:30:00,Stop Loss,-19.15,24
2024-02-15,BRITANNIA,SELL,4996.5,4969.8,2024-02-15 09:50:00,2024-02-15 10:55:00,Target Hit,26.7,19
2024-02-16,BRITANNIA,SELL,4947.6,4918.05,2024-02-16 09:25:00,2024-02-16 10:15:00,Target Hit,29.55,10
2024-02-19,BRITANNIA,SELL,4906.9,4926.05,2024-02-19 09:20:00,2024-02-19 09:35:00,Stop Loss,-19.15,8
2024-02-20,BRITANNIA,SELL,4905.0,4920.0,2024-02-20 09:45:00,2024-02-20 13:25:00,Stop Loss,-15.0,22
2024-02-21,BRITANNIA,BUY,4945.55,4975.0,2024-02-21 11:55:00,2024-02-21 12:40:00,Target Hit,29.45,33
2024-02-22,BRITANNIA,SELL,4890.9,4905.85,2024-02-22 09:35:00,2024-02-22 09:40:00,Stop Loss,-14.95,21
2024-02-22,BRITANNIA,BUY,4926.75,4953.0,2024-02-22 14:20:00,2024-02-22 14:55:00,Target Hit,26.25,35
2024-02-23,BRITANNIA,BUY,4964.15,4942.75,2024-02-23 11:05:00,2024-02-23 11:25:00,Stop Loss,-21.4,28
2024-02-26,BRITANNIA,SELL,4905.05,4925.7,2024-02-26 09:55:00,2024-02-26 10:30:00,Stop Loss,-20.65,22
2024-02-27,BRITANNIA,BUY,4909.45,4896.95,2024-02-27 09:35:00,2024-02-27 13:35:00,Stop Loss,-12.5,15
2024-02-28,BRITANNIA,SELL,4890.6,4904.0,2024-02-28 10:55:00,2024-02-28 12:25:00,Stop Loss,-13.4,28
2024-02-29,BRITANNIA,BUY,4892.0,4916.7,2024-02-29 11:00:00,2024-02-29 11:20:00,Target Hit,24.7,30
2024-03-01,BRITANNIA,SELL,4956.7,4928.85,2024-03-01 09:20:00,2024-03-01 11:55:00,Target Hit,27.85,5
2024-03-04,BRITANNIA,SELL,4894.55,4870.0,2024-03-04 09:20:00,2024-03-04 11:40:00,Target Hit,24.55,9
2024-03-05,BRITANNIA,BUY,4865.75,4849.8,2024-03-05 09:20:00,2024-03-05 09:35:00,Stop Loss,-15.95,10
2024-03-06,BRITANNIA,BUY,4859.0,4887.0,2024-03-06 14:30:00,2024-03-06 15:10:00,Target Hit,28.0,32
2024-03-07,BRITANNIA,SELL,4848.65,4872.0,2024-03-07 09:50:00,2024-03-07 11:00:00,Stop Loss,-23.35,16
2024-03-07,BRITANNIA,BUY,4880.35,4893.05,2024-03-07 11:10:00,2024-03-07 15:15:00,Time Exit,12.7,27
2024-03-11,BRITANNIA,BUY,4916.5,4952.9,2024-03-11 09:25:00,2024-03-11 10:20:00,Target Hit,36.4,12
2024-03-12,BRITANNIA,SELL,4879.3,4894.5,2024-03-12 11:40:00,2024-03-12 12:00:00,Stop Loss,-15.2,31
2024-03-13,BRITANNIA,BUY,4898.0,4927.1,2024-03-13 09:40:00,2024-03-13 09:50:00,Target Hit,29.1,22
2024-03-13,BRITANNIA,SELL,4848.95,4864.6,2024-03-13 13:40:00,2024-03-13 15:00:00,Stop Loss,-15.65,29
2024-03-14,BRITANNIA,BUY,4866.15,4895.85,2024-03-14 09:25:00,2024-03-14 09:35:00,Target Hit,29.7,19
2024-03-15,BRITANNIA,BUY,4977.65,4960.9,2024-03-15 09:25:00,2024-03-15 09:30:00,Stop Loss,-16.75,8
2024-03-18,BRITANNIA,BUY,5003.8,4986.25,2024-03-18 09:55:00,2024-03-18 10:10:00,Stop Loss,-17.55,19
2024-03-19,BRITANNIA,SELL,4930.0,4943.8,2024-03-19 09:20:00,2024-03-19 09:45:00,Stop Loss,-13.8,4
2024-03-20,BRITANNIA,SELL,4765.75,4780.3,2024-03-20 09:20:00,2024-03-20 09:25:00,Stop Loss,-14.55,5
2024-03-20,BRITANNIA,BUY,4826.0,4811.0,2024-03-20 13:05:00,2024-03-20 13:30:00,Stop Loss,-15.0,31
2024-03-22,BRITANNIA,BUY,4830.35,4811.4,2024-03-22 09:20:00,2024-03-22 09:25:00,Stop Loss,-18.95,4
2024-03-26,BRITANNIA,BUY,4839.1,4888.65,2024-03-26 10:25:00,2024-03-26 10:30:00,Target Hit,49.55,20
2024-03-27,BRITANNIA,BUY,4979.55,4945.75,2024-03-27 09:30:00,2024-03-27 09:40:00,Stop Loss,-33.8,12
2024-03-27,BRITANNIA,SELL,4920.0,4881.4,2024-03-27 10:20:00,2024-03-27 12:00:00,Target Hit,38.6,23
2024-03-28,BRITANNIA,SELL,4878.85,4900.35,2024-03-28 09:20:00,2024-03-28 09:50:00,Stop Loss,-21.5,5
2024-04-01,BRITANNIA,BUY,4957.2,4936.5,2024-04-01 09:20:00,2024-04-01 09:25:00,Stop Loss,-20.7,6
2024-04-01,BRITANNIA,SELL,4889.7,4904.45,2024-04-01 12:10:00,2024-04-01 12:30:00,Stop Loss,-14.75,30
2024-01-01,CESC,BUY,134.25,133.9,2024-01-01 09:45:00,2024-01-01 10:10:00,Stop Loss,-0.35,20
2024-01-02,CESC,SELL,135.05,135.8,2024-01-02 09:20:00,2024-01-02 09:25:00,Stop Loss,-0.75,5
2024-01-03,CESC,SELL,132.95,132.25,2024-01-03 09:35:00,2024-01-03 09:40:00,Target Hit,0.7,17
2024-01-03,CESC,BUY,135.4,136.4,2024-01-03 10:30:00,2024-01-03 10:35:00,Target Hit,1.0,26
2024-01-04,CESC,SELL,134.65,135.0,2024-01-04 09:30:00,2024-01-04 09:35:00,Stop Loss,-0.35,12
2024-01-05,CESC,BUY,136.0,136.8,2024-01-05 09:25:00,2024-01-05 09:45:00,Target Hit,0.8,11
2024-01-08,CESC,SELL,137.0,136.1,2024-01-08 09:30:00,2024-01-08 09:35:00,Target Hit,0.9,16
2024-01-09,CESC,SELL,136.9,136.0,2024-01-09 09:40:00,2024-01-09 09:45:00,Target Hit,0.9,20
2024-01-09,CESC,BUY,140.65,140.15,2024-01-09 13:00:00,2024-01-09 13:10:00,Stop Loss,-0.5,35
2024-01-10,CESC,SELL,137.85,137.0,2024-01-10 09:20:00,2024-01-10 09:25:00,Target Hit,0.85,7
2024-01-10,CESC,BUY,141.5,140.8,2024-01-10 10:30:00,2024-01-10 10:35:00,Stop Loss,-0.7,28
2024-01-11,CESC,SELL,138.9,139.45,2024-01-11 09:30:00,2024-01-11 12:25:00,Stop Loss,-0.55,11
2024-01-12,CESC,SELL,137.95,138.6,2024-01-12 09:30:00,2024-01-12 09:45:00,Stop Loss,-0.65,18
2024-01-12,CESC,BUY,140.4,141.2,2024-01-12 12:55:00,2024-01-12 13:10:00,Target Hit,0.8,31
2024-01-15,CESC,SELL,140.2,139.45,2024-01-15 09:30:00,2024-01-15 09:45:00,Target Hit,0.75,15
2024-01-16,CESC,BUY,141.2,140.75,2024-01-16 09:30:00,2024-01-16 09:40:00,Stop Loss,-0.45,13
2024-01-16,CESC,SELL,139.0,138.3,2024-01-16 13:15:00,2024-01-16 13:30:00,Target Hit,0.7,39
2024-01-17,CESC,BUY,139.7,138.35,2024-01-17 09:20:00,2024-01-17 09:25:00,Stop Loss,-1.35,4
2024-01-18,CESC,BUY,139.1,138.55,2024-01-18 09:25:00,2024-01-18 09:30:00,Stop Loss,-0.55,8
2024-01-18,CESC,SELL,136.4,135.7,2024-01-18 09:35:00,2024-01-18 09:40:00,Target Hit,0.7,21
2024-01-19,CESC,BUY,143.25,144.3,2024-01-19 09:45:00,2024-01-19 09:55:00,Target Hit,1.05,20
2024-01-20,CESC,BUY,140.25,139.65,2024-01-20 09:20:00,2024-01-20 09:25:00,Stop Loss,-0.6,3
2024-01-23,CESC,SELL,137.5,136.65,2024-01-23 09:20:00,2024-01-23 09:35:00,Target Hit,0.85,10
2024-01-24,CESC,BUY,134.6,134.15,2024-01-24 09:20:00,2024-01-24 09:30:00,Stop Loss,-0.45,5
2024-01-24,CESC,SELL,132.0,132.4,2024-01-24 10:25:00,2024-01-24 10:30:00,Stop Loss,-0.4,22
2024-01-25,CESC,BUY,133.85,133.4,2024-01-25 09:25:00,2024-01-25 09:30:00,Stop Loss,-0.45,8
2024-01-29,CESC,BUY,137.85,137.45,2024-01-29 09:25:00,2024-01-29 09:35:00,Stop Loss,-0.4,12
2024-01-30,CESC,BUY,145.75,147.95,2024-01-30 09:20:00,2024-01-30 09:30:00,Target Hit,2.2,7
2024-01-31,CESC,SELL,143.2,142.25,2024-01-31 10:00:00,2024-01-31 12:30:00,Target Hit,0.95,25
2024-02-01,CESC,BUY,141.8,141.25,2024-02-01 09:30:00,2024-02-01 10:15:00,Stop Loss,-0.55,18
2024-02-02,CESC,SELL,139.4,140.15,2024-02-02 09:20:00,2024-02-02 09:35:00,Stop Loss,-0.75,6
2024-02-02,CESC,BUY,141.45,140.8,2024-02-02 10:00:00,2024-02-02 10:15:00,Stop Loss,-0.65,19
2024-02-05,CESC,BUY,138.65,137.95,2024-02-05 09:35:00,2024-02-05 09:40:00,Stop Loss,-0.7,13
2024-02-06,CESC,SELL,142.15,141.25,2024-02-06 10:05:00,2024-02-06 10:20:00,Target Hit,0.9,18
2024-02-07,CESC,BUY,142.2,141.5,2024-02-07 09:20:00,2024-02-07 09:25:00,Stop Loss,-0.7,4
2024-02-07,CESC,SELL,139.45,140.25,2024-02-07 10:35:00,2024-02-07 10:50:00,Stop Loss,-0.8,31
2024-02-08,CESC,BUY,142.9,142.2,2024-02-08 09:40:00,2024-02-08 09:45:00,Stop Loss,-0.7,22
2024-02-08,CESC,SELL,140.25,140.7,2024-02-08 10:05:00,2024-02-08 10:10:00,Stop Loss,-0.45,27
2024-02-09,CESC,SELL,134.85,133.85,2024-02-09 09:35:00,2024-02-09 09:50:00,Target Hit,1.0,14
2024-02-12,CESC,SELL,131.55,132.0,2024-02-12 09:45:00,2024-02-12 09:50:00,Stop Loss,-0.45,20
