Date,Symbol,Type,Entry Price,Exit Price,Entry Time,Exit Time,Exit Reason,PnL,Trade Count
2024-02-01,ASHOKLEY,SELL,170.25,170.75,2024-02-01 09:20:00,2024-02-01 09:55:00,Stop Loss,-0.5,4
2024-02-02,ASHOKLEY,BUY,168.9,170.05,2024-02-02 10:05:00,2024-02-02 10:15:00,Target Hit,1.15,20
2024-02-05,ASHOKLEY,BUY,171.25,170.7,2024-02-05 09:25:00,2024-02-05 09:35:00,Stop Loss,-0.55,8
2024-02-05,ASHOKLEY,SELL,169.5,168.6,2024-02-05 10:00:00,2024-02-05 10:30:00,Target Hit,0.9,17
2024-02-06,ASHOKLEY,SELL,177.25,175.85,2024-02-06 10:05:00,2024-02-06 10:20:00,Target Hit,1.4,16
2024-02-07,ASHOKLEY,SELL,174.65,175.3,2024-02-07 09:20:00,2024-02-07 09:25:00,Stop Loss,-0.65,1
2024-02-08,ASHOKLEY,SELL,172.6,171.0,2024-02-08 09:25:00,2024-02-08 09:30:00,Target Hit,1.6,9
2024-02-09,ASHOKLEY,SELL,168.5,167.05,2024-02-09 09:30:00,2024-02-09 09:50:00,Target Hit,1.45,7
2024-02-12,ASHOKLEY,SELL,167.1,167.55,2024-02-12 09:45:00,2024-02-12 09:50:00,Stop Loss,-0.45,19
2024-02-13,ASHOKLEY,SELL,165.85,166.95,2024-02-13 09:25:00,2024-02-13 09:55:00,Stop Loss,-1.1,15
2024-02-13,ASHOKLEY,BUY,168.15,168.0,2024-02-13 13:20:00,2024-02-13 15:15:00,Time Exit,-0.15,39
2024-02-14,ASHOKLEY,BUY,166.45,165.75,2024-02-14 09:25:00,2024-02-14 09:30:00,Stop Loss,-0.7,8
2024-02-15,ASHOKLEY,SELL,168.85,169.35,2024-02-15 09:40:00,2024-02-15 10:15:00,Stop Loss,-0.5,17
2024-02-15,ASHOKLEY,BUY,170.45,169.9,2024-02-15 10:30:00,2024-02-15 10:40:00,Stop Loss,-0.55,26
2024-02-16,ASHOKLEY,BUY,170.05,171.0,2024-02-16 09:20:00,2024-02-16 10:00:00,Target Hit,0.95,3
2024-02-19,ASHOKLEY,SELL,167.5,168.4,2024-02-19 12:20:00,2024-02-19 13:35:00,Stop Loss,-0.9,31
2024-02-20,ASHOKLEY,BUY,168.35,167.75,2024-02-20 09:25:00,2024-02-20 09:30:00,Stop Loss,-0.6,9
2024-02-20,ASHOKLEY,SELL,167.25,168.0,2024-02-20 14:00:00,2024-02-20 15:00:00,Stop Loss,-0.75,30
2024-02-21,ASHOKLEY,BUY,171.9,171.05,2024-02-21 09:20:00,2024-02-21 09:25:00,Stop Loss,-0.85,2
2024-02-21,ASHOKLEY,SELL,168.1,169.25,2024-02-21 09:50:00,2024-02-21 09:55:00,Stop Loss,-1.15,19
2024-02-22,ASHOKLEY,SELL,164.9,163.95,2024-02-22 09:20:00,2024-02-22 09:30:00,Target Hit,0.95,4
2024-02-22,ASHOKLEY,BUY,168.15,167.85,2024-02-22 15:05:00,2024-02-22 15:15:00,Time Exit,-0.3,38
2024-02-23,ASHOKLEY,SELL,167.2,167.85,2024-02-23 09:20:00,2024-02-23 09:35:00,Stop Loss,-0.65,2
2024-02-23,ASHOKLEY,BUY,168.9,167.7,2024-02-23 10:15:00,2024-02-23 10:25:00,Stop Loss,-1.2,22
2024-02-26,ASHOKLEY,SELL,167.9,166.95,2024-02-26 09:50:00,2024-02-26 10:00:00,Target Hit,0.95,18
2024-02-26,ASHOKLEY,BUY,169.65,170.55,2024-02-26 13:05:00,2024-02-26 13:45:00,Target Hit,0.9,33
2024-02-27,ASHOKLEY,SELL,168.4,168.85,2024-02-27 11:50:00,2024-02-27 12:55:00,Stop Loss,-0.45,24
2024-02-28,ASHOKLEY,SELL,168.45,167.45,2024-02-28 09:30:00,2024-02-28 10:50:00,Target Hit,1.0,9
2024-02-29,ASHOKLEY,BUY,164.85,164.3,2024-02-29 09:30:00,2024-02-29 09:40:00,Stop Loss,-0.55,15
2024-02-29,ASHOKLEY,SELL,162.95,163.55,2024-02-29 14:30:00,2024-02-29 14:35:00,Stop Loss,-0.6,39
2024-03-01,ASHOKLEY,BUY,168.05,166.9,2024-03-01 14:55:00,2024-03-01 15:00:00,Stop Loss,-1.15,34
2024-03-02,ASHOKLEY,SELL,167.1,167.6,2024-03-02 09:20:00,2024-03-02 12:20:00,Stop Loss,-0.5,3
2024-03-04,ASHOKLEY,SELL,166.85,167.75,2024-03-04 09:20:00,2024-03-04 10:15:00,Stop Loss,-0.9,4
2024-03-04,ASHOKLEY,BUY,168.5,167.9,2024-03-04 10:25:00,2024-03-04 10:55:00,Stop Loss,-0.6,25
2024-03-05,ASHOKLEY,BUY,168.25,167.75,2024-03-05 09:20:00,2024-03-05 09:35:00,Stop Loss,-0.5,6
2024-03-06,ASHOKLEY,SELL,165.7,164.75,2024-03-06 09:30:00,2024-03-06 09:55:00,Target Hit,0.95,14
2024-03-07,ASHOKLEY,BUY,166.5,166.05,2024-03-07 09:25:00,2024-03-07 15:15:00,Stop Loss,-0.45,8
2024-03-11,ASHOKLEY,SELL,166.4,165.45,2024-03-11 10:25:00,2024-03-11 12:10:00,Target Hit,0.95,25
2024-03-12,ASHOKLEY,SELL,164.05,162.95,2024-03-12 09:20:00,2024-03-12 09:25:00,Target Hit,1.1,4
2024-03-13,ASHOKLEY,SELL,161.6,160.7,2024-03-13 09:20:00,2024-03-13 09:25:00,Target Hit,0.9,3
2024-03-14,ASHOKLEY,BUY,156.6,157.55,2024-03-14 09:20:00,2024-03-14 09:55:00,Target Hit,0.95,5
2024-03-15,ASHOKLEY,SELL,156.85,155.8,2024-03-15 10:05:00,2024-03-15 10:25:00,Target Hit,1.05,24
2024-03-18,ASHOKLEY,SELL,156.3,156.8,2024-03-18 09:30:00,2024-03-18 09:35:00,Stop Loss,-0.5,10
2024-03-19,ASHOKLEY,SELL,156.4,155.6,2024-03-19 09:50:00,2024-03-19 10:55:00,Target Hit,0.8,19
2024-03-20,ASHOKLEY,SELL,156.25,157.05,2024-03-20 09:40:00,2024-03-20 09:45:00,Stop Loss,-0.8,19
2024-03-21,ASHOKLEY,BUY,158.85,159.65,2024-03-21 09:55:00,2024-03-21 11:30:00,Target Hit,0.8,17
2024-03-22,ASHOKLEY,BUY,162.35,161.85,2024-03-22 09:25:00,2024-03-22 09:50:00,Stop Loss,-0.5,8
2024-03-22,ASHOKLEY,SELL,161.2,161.85,2024-03-22 15:05:00,2024-03-22 15:15:00,Stop Loss,-0.65,36
2024-03-26,ASHOKLEY,BUY,164.0,162.85,2024-03-26 09:20:00,2024-03-26 09:30:00,Stop Loss,-1.15,4
2024-03-27,ASHOKLEY,SELL,164.45,165.05,2024-03-27 09:40:00,2024-03-27 10:00:00,Stop Loss,-0.6,14
2024-03-27,ASHOKLEY,BUY,165.55,164.95,2024-03-27 11:10:00,2024-03-27 14:05:00,Stop Loss,-0.6,27
2024-03-28,ASHOKLEY,BUY,165.95,166.85,2024-03-28 10:05:00,2024-03-28 11:40:00,Target Hit,0.9,21
2024-04-01,ASHOKLEY,BUY,169.45,168.9,2024-04-01 11:25:00,2024-04-01 11:40:00,Stop Loss,-0.55,29
2024-01-01,ASIANPAINT,SELL,3398.0,3408.0,2024-01-01 09:35:00,2024-01-01 14:45:00,Stop Loss,-10.0,14
2024-01-02,ASIANPAINT,SELL,3367.15,3350.3,2024-01-02 09:35:00,2024-01-02 10:30:00,Target Hit,16.85,19
2024-01-02,ASIANPAINT,BUY,3396.95,3390.55,2024-01-02 15:00:00,2024-01-02 15:15:00,Time Exit,-6.4,40
2024-01-03,ASIANPAINT,SELL,3380.1,3391.35,2024-01-03 10:20:00,2024-01-03 11:15:00,Stop Loss,-11.25,25
2024-01-04,ASIANPAINT,BUY,3383.0,3400.25,2024-01-04 09:40:00,2024-01-04 14:55:00,Target Hit,17.25,16
2024-01-05,ASIANPAINT,SELL,3367.4,3377.55,2024-01-05 09:30:00,2024-01-05 10:00:00,Stop Loss,-10.15,14
2024-01-08,ASIANPAINT,SELL,3342.3,3355.25,2024-01-08 09:40:00,2024-01-08 10:30:00,Stop Loss,-12.95,22
2024-01-09,ASIANPAINT,SELL,3296.25,3279.35,2024-01-09 09:35:00,2024-01-09 12:00:00,Target Hit,16.9,14
2024-01-10,ASIANPAINT,SELL,3267.5,3276.0,2024-01-10 09:25:00,2024-01-10 11:30:00,Stop Loss,-8.5,16
2024-01-11,ASIANPAINT,SELL,3285.2,3288.9,2024-01-11 10:05:00,2024-01-11 15:15:00,Time Exit,-3.7,21
2024-01-12,ASIANPAINT,SELL,3254.25,3264.0,2024-01-12 09:35:00,2024-01-12 11:05:00,Stop Loss,-9.75,19
2024-01-15,ASIANPAINT,SELL,3267.2,3284.25,2024-01-15 09:40:00,2024-01-15 10:00:00,Stop Loss,-17.05,21
2024-01-16,ASIANPAINT,BUY,3295.8,3286.8,2024-01-16 09:25:00,2024-01-16 09:55:00,Stop Loss,-9.0,9
2024-01-17,ASIANPAINT,SELL,3279.0,3257.85,2024-01-17 10:35:00,2024-01-17 14:25:00,Target Hit,21.15,17
2024-01-19,ASIANPAINT,SELL,3168.9,3177.7,2024-01-19 10:50:00,2024-01-19 13:10:00,Stop Loss,-8.8,25
2024-01-20,ASIANPAINT,SELL,3166.75,3175.75,2024-01-20 09:25:00,2024-01-20 09:50:00,Stop Loss,-9.0,7
2024-01-23,ASIANPAINT,SELL,3078.45,3088.6,2024-01-23 09:20:00,2024-01-23 10:30:00,Stop Loss,-10.15,3
2024-01-24,ASIANPAINT,SELL,3002.25,2987.0,2024-01-24 09:30:00,2024-01-24 11:35:00,Target Hit,15.25,13
2024-01-25,ASIANPAINT,SELL,2993.35,2976.15,2024-01-25 09:35:00,2024-01-25 10:50:00,Target Hit,17.2,12
2024-01-29,ASIANPAINT,BUY,2975.0,2965.55,2024-01-29 09:20:00,2024-01-29 11:30:00,Stop Loss,-9.45,3
2024-01-30,ASIANPAINT,SELL,2984.2,2968.2,2024-01-30 09:20:00,2024-01-30 10:45:00,Target Hit,16.0,3
2024-01-31,ASIANPAINT,SELL,2949.45,2957.8,2024-01-31 12:40:00,2024-01-31 14:55:00,Stop Loss,-8.35,33
2024-02-01,ASIANPAINT,SELL,2957.8,2940.0,2024-02-01 09:20:00,2024-02-01 10:15:00,Target Hit,17.8,5
2024-02-02,ASIANPAINT,BUY,2956.0,2948.0,2024-02-02 09:20:00,2024-02-02 10:00:00,Stop Loss,-8.0,3
2024-02-02,ASIANPAINT,SELL,2937.85,2949.15,2024-02-02 10:35:00,2024-02-02 11:00:00,Stop Loss,-11.3,24
2024-02-05,ASIANPAINT,BUY,2960.05,2947.45,2024-02-05 09:20:00,2024-02-05 10:10:00,Stop Loss,-12.6,2
2024-02-05,ASIANPAINT,SELL,2937.95,2947.95,2024-02-05 10:15:00,2024-02-05 11:10:00,Stop Loss,-10.0,20
2024-02-06,ASIANPAINT,BUY,2933.7,2926.3,2024-02-06 11:30:00,2024-02-06 12:10:00,Stop Loss,-7.4,30
2024-02-07,ASIANPAINT,SELL,2947.0,2954.75,2024-02-07 09:30:00,2024-02-07 10:10:00,Stop Loss,-7.75,19
2024-02-07,ASIANPAINT,BUY,2996.05,2981.5,2024-02-07 14:20:00,2024-02-07 14:25:00,Stop Loss,-14.55,37
2024-02-08,ASIANPAINT,SELL,2972.9,2957.5,2024-02-08 09:25:00,2024-02-08 10:05:00,Target Hit,15.4,10
2024-02-09,ASIANPAINT,BUY,2939.0,2929.55,2024-02-09 09:40:00,2024-02-09 10:00:00,Stop Loss,-9.45,19
2024-02-12,ASIANPAINT,SELL,2935.0,2942.95,2024-02-12 09:40:00,2024-02-12 11:25:00,Stop Loss,-7.95,16
2024-02-13,ASIANPAINT,SELL,2955.0,2962.4,2024-02-13 09:25:00,2024-02-13 09:55:00,Stop Loss,-7.4,16
2024-02-13,ASIANPAINT,BUY,2970.0,2961.6,2024-02-13 10:55:00,2024-02-13 14:20:00,Stop Loss,-8.4,36
2024-02-14,ASIANPAINT,BUY,2973.95,2977.0,2024-02-14 14:50:00,2024-02-14 15:15:00,Time Exit,3.05,26
2024-02-15,ASIANPAINT,SELL,2968.85,2976.55,2024-02-15 11:30:00,2024-02-15 11:55:00,Stop Loss,-7.7,28
2024-02-15,ASIANPAINT,BUY,2989.85,3005.0,2024-02-15 12:55:00,2024-02-15 14:10:00,Target Hit,15.15,31
2024-02-16,ASIANPAINT,SELL,3016.2,3000.8,2024-02-16 14:25:00,2024-02-16 14:40:00,Target Hit,15.4,31
2024-02-19,ASIANPAINT,SELL,2992.9,3003.4,2024-02-19 09:50:00,2024-02-19 10:00:00,Stop Loss,-10.5,20
2024-02-20,ASIANPAINT,SELL,2990.95,3001.35,2024-02-20 09:50:00,2024-02-20 12:05:00,Stop Loss,-10.4,23
2024-02-21,ASIANPAINT,BUY,3018.95,3009.1,2024-02-21 09:35:00,2024-02-21 10:20:00,Stop Loss,-9.85,12
2024-02-21,ASIANPAINT,SELL,3001.6,3009.55,2024-02-21 10:50:00,2024-02-21 11:00:00,Stop Loss,-7.95,29
2024-02-22,ASIANPAINT,BUY,2986.85,3007.65,2024-02-22 13:20:00,2024-02-22 13:35:00,Target Hit,20.8,33
2024-02-23,ASIANPAINT,SELL,2969.75,2978.9,2024-02-23 10:40:00,2024-02-23 10:50:00,Stop Loss,-9.15,27
2024-02-28,ASIANPAINT,SELL,2828.8,2809.5,2024-02-28 09:25:00,2024-02-28 09:45:00,Target Hit,19.3,6
2024-02-29,ASIANPAINT,BUY,2806.25,2821.15,2024-02-29 11:00:00,2024-02-29 12:15:00,Target Hit,14.9,29
2024-03-01,ASIANPAINT,SELL,2820.05,2827.9,2024-03-01 09:25:00,2024-03-01 10:00:00,Stop Loss,-7.85,8
2024-03-01,ASIANPAINT,BUY,2837.0,2827.85,2024-03-01 11:35:00,2024-03-01 14:30:00,Stop Loss,-9.15,26
2024-03-04,ASIANPAINT,SELL,2834.25,2841.85,2024-03-04 09:20:00,2024-03-04 11:15:00,Stop Loss,-7.6,5
2024-03-05,ASIANPAINT,SELL,2819.25,2827.0,2024-03-05 09:40:00,2024-03-05 11:50:00,Stop Loss,-7.75,18
2024-03-06,ASIANPAINT,SELL,2802.7,2812.3,2024-03-06 10:00:00,2024-03-06 10:15:00,Stop Loss,-9.6,26
2024-03-07,ASIANPAINT,BUY,2848.1,2866.45,2024-03-07 09:20:00,2024-03-07 09:30:00,Target Hit,18.35,2
2024-03-11,ASIANPAINT,SELL,2872.7,2857.75,2024-03-11 10:00:00,2024-03-11 12:05:00,Target Hit,14.95,23
2024-03-12,ASIANPAINT,BUY,2889.5,2881.75,2024-03-12 11:00:00,2024-03-12 14:10:00,Stop Loss,-7.75,30
2024-03-13,ASIANPAINT,SELL,2870.1,2855.1,2024-03-13 09:35:00,2024-03-13 11:35:00,Target Hit,15.0,17
2024-03-14,ASIANPAINT,BUY,2869.6,2884.05,2024-03-14 09:30:00,2024-03-14 11:05:00,Target Hit,14.45,21
2024-03-15,ASIANPAINT,SELL,2871.3,2882.0,2024-03-15 09:30:00,2024-03-15 11:05:00,Stop Loss,-10.7,11
2024-03-18,ASIANPAINT,SELL,2834.35,2819.0,2024-03-18 09:30:00,2024-03-18 10:40:00,Target Hit,15.35,11
2024-03-19,ASIANPAINT,SELL,2818.65,2804.35,2024-03-19 09:40:00,2024-03-19 11:25:00,Target Hit,14.3,14
2024-03-20,ASIANPAINT,BUY,2826.15,2825.5,2024-03-20 15:10:00,2024-03-20 15:15:00,Time Exit,-0.65,34
2024-03-21,ASIANPAINT,SELL,2820.55,2831.6,2024-03-21 14:05:00,2024-03-21 14:35:00,Stop Loss,-11.05,29
2024-03-22,ASIANPAINT,SELL,2812.25,2819.4,2024-03-22 09:25:00,2024-03-22 10:05:00,Stop Loss,-7.15,9
2024-03-22,ASIANPAINT,BUY,2835.25,2852.95,2024-03-22 12:50:00,2024-03-22 14:45:00,Target Hit,17.7,31
2024-03-26,ASIANPAINT,SELL,2819.1,2827.5,2024-03-26 11:30:00,2024-03-26 12:35:00,Stop Loss,-8.4,26
2024-03-27,ASIANPAINT,BUY,2830.3,2831.95,2024-03-27 09:30:00,2024-03-27 15:15:00,Time Exit,1.65,11
2024-03-28,ASIANPAINT,SELL,2823.9,2833.05,2024-03-28 09:20:00,2024-03-28 09:50:00,Stop Loss,-9.15,2
2024-03-28,ASIANPAINT,BUY,2841.45,2833.0,2024-03-28 10:45:00,2024-03-28 11:10:00,Stop Loss,-8.45,25
2024-04-01,ASIANPAINT,BUY,2883.0,2873.7,2024-04-01 09:20:00,2024-04-01 09:35:00,Stop Loss,-9.3,4
2024-04-01,ASIANPAINT,SELL,2854.5,2861.9,2024-04-01 11:05:00,2024-04-01 11:25:00,Stop Loss,-7.4,27
2024-01-01,AUROPHARMA,SELL,1080.15,1085.0,2024-01-01 11:10:00,2024-01-01 11:20:00,Stop Loss,-4.85,24
2024-01-02,AUROPHARMA,BUY,1108.7,1104.35,2024-01-02 09:20:00,2024-01-02 09:25:00,Stop Loss,-4.35,3
2024-01-03,AUROPHARMA,SELL,1080.95,1085.85,2024-01-03 09:35:00,2024-01-03 09:50:00,Stop Loss,-4.9,15
2024-01-03,AUROPHARMA,BUY,1097.8,1095.05,2024-01-03 14:20:00,2024-01-03 14:35:00,Stop Loss,-2.75,38
2024-01-04,AUROPHARMA,SELL,1091.2,1099.8,2024-01-04 09:45:00,2024-01-04 10:20:00,Stop Loss,-8.6,19
2024-01-04,AUROPHARMA,BUY,1103.75,1100.85,2024-01-04 10:25:00,2024-01-04 10:50:00,Stop Loss,-2.9,25
2024-01-05,AUROPHARMA,SELL,1111.9,1103.45,2024-01-05 09:25:00,2024-01-05 10:45:00,Target Hit,8.45,9
2024-01-05,AUROPHARMA,BUY,1128.1,1123.75,2024-01-05 13:40:00,2024-01-05 13:45:00,Stop Loss,-4.35,34
2024-01-08,AUROPHARMA,SELL,1113.35,1120.55,2024-01-08 09:30:00,2024-01-08 09:50:00,Stop Loss,-7.2,15
2024-01-09,AUROPHARMA,SELL,1119.95,1125.45,2024-01-09 09:55:00,2024-01-09 10:00:00,Stop Loss,-5.5,23
2024-01-10,AUROPHARMA,SELL,1113.9,1117.05,2024-01-10 09:25:00,2024-01-10 09:40:00,Stop Loss,-3.15,17
2024-01-11,AUROPHARMA,SELL,1117.15,1120.7,2024-01-11 09:20:00,2024-01-11 09:45:00,Stop Loss,-3.55,3
2024-01-12,AUROPHARMA,SELL,1102.0,1094.15,2024-01-12 09:20:00,2024-01-12 10:35:00,Target Hit,7.85,5
2024-01-15,AUROPHARMA,BUY,1116.0,1121.65,2024-01-15 09:35:00,2024-01-15 09:45:00,Target Hit,5.65,17
2024-01-16,AUROPHARMA,SELL,1135.55,1138.5,2024-01-16 09:25:00,2024-01-16 09:45:00,Stop Loss,-2.95,10
2024-01-17,AUROPHARMA,BUY,1117.15,1110.45,2024-01-17 11:25:00,2024-01-17 11:30:00,Stop Loss,-6.7,22
2024-01-17,AUROPHARMA,SELL,1088.9,1084.8,2024-01-17 15:05:00,2024-01-17 15:15:00,Time Exit,4.1,28
2024-01-18,AUROPHARMA,SELL,1076.2,1080.05,2024-01-18 09:25:00,2024-01-18 09:30:00,Stop Loss,-3.85,5
2024-01-18,AUROPHARMA,BUY,1094.5,1091.35,2024-01-18 10:25:00,2024-01-18 10:30:00,Stop Loss,-3.15,28
2024-01-19,AUROPHARMA,SELL,1120.75,1125.85,2024-01-19 09:25:00,2024-01-19 09:30:00,Stop Loss,-5.1,7
2024-01-19,AUROPHARMA,BUY,1146.5,1152.8,2024-01-19 14:20:00,2024-01-19 14:55:00,Target Hit,6.3,31
2024-01-20,AUROPHARMA,BUY,1157.25,1149.5,2024-01-20 10:40:00,2024-01-20 10:45:00,Stop Loss,-7.75,25
2024-01-23,AUROPHARMA,SELL,1144.95,1149.1,2024-01-23 09:20:00,2024-01-23 09:30:00,Stop Loss,-4.15,4
2024-01-24,AUROPHARMA,BUY,1137.0,1142.9,2024-01-24 09:20:00,2024-01-24 09:35:00,Target Hit,5.9,2
2024-01-25,AUROPHARMA,BUY,1169.55,1165.2,2024-01-25 10:05:00,2024-01-25 10:10:00,Stop Loss,-4.35,18
2024-01-25,AUROPHARMA,SELL,1146.4,1149.9,2024-01-25 13:25:00,2024-01-25 15:00:00,Stop Loss,-3.5,33
2024-01-29,AUROPHARMA,BUY,1158.3,1149.45,2024-01-29 09:45:00,2024-01-29 10:10:00,Stop Loss,-8.85,20
2024-01-30,AUROPHARMA,SELL,1148.7,1154.75,2024-01-30 10:45:00,2024-01-30 11:10:00,Stop Loss,-6.05,23
2024-01-30,AUROPHARMA,BUY,1171.25,1164.9,2024-01-30 13:55:00,2024-01-30 14:25:00,Stop Loss,-6.35,31
2024-01-31,AUROPHARMA,SELL,1130.7,1140.0,2024-01-31 09:25:00,2024-01-31 09:35:00,Stop Loss,-9.3,13
2024-01-31,AUROPHARMA,BUY,1155.75,1150.6,2024-01-31 10:55:00,2024-01-31 12:35:00,Stop Loss,-5.15,29
2024-02-01,AUROPHARMA,SELL,1134.8,1125.0,2024-02-01 09:20:00,2024-02-01 09:25:00,Target Hit,9.8,6
2024-02-02,AUROPHARMA,SELL,1064.65,1053.05,2024-02-02 09:20:00,2024-02-02 10:30:00,Target Hit,11.6,4
2024-02-05,AUROPHARMA,BUY,1064.1,1070.85,2024-02-05 09:45:00,2024-02-05 10:05:00,Target Hit,6.75,16
2024-02-05,AUROPHARMA,SELL,1018.5,1018.35,2024-02-05 14:05:00,2024-02-05 15:15:00,Time Exit,0.15,32
2024-02-06,AUROPHARMA,BUY,1027.35,1023.15,2024-02-06 09:20:00,2024-02-06 09:25:00,Stop Loss,-4.2,3
2024-02-06,AUROPHARMA,SELL,1007.75,1017.6,2024-02-06 09:40:00,2024-02-06 09:45:00,Stop Loss,-9.85,13
2024-02-07,AUROPHARMA,SELL,1011.1,1002.05,2024-02-07 09:30:00,2024-02-07 09:40:00,Target Hit,9.05,20
2024-02-08,AUROPHARMA,BUY,1019.75,1026.45,2024-02-08 09:30:00,2024-02-08 09:50:00,Target Hit,6.7,14
2024-02-09,AUROPHARMA,BUY,1019.2,1007.6,2024-02-09 10:05:00,2024-02-09 10:10:00,Stop Loss,-11.6,28
2024-02-09,AUROPHARMA,SELL,1000.0,994.75,2024-02-09 10:20:00,2024-02-09 10:25:00,Target Hit,5.25,29
2024-02-12,AUROPHARMA,SELL,1018.05,1025.2,2024-02-12 09:30:00,2024-02-12 09:40:00,Stop Loss,-7.15,10
2024-02-13,AUROPHARMA,BUY,1035.85,1032.25,2024-02-13 09:20:00,2024-02-13 09:25:00,Stop Loss,-3.6,3
2024-02-13,AUROPHARMA,SELL,1020.6,1025.2,2024-02-13 11:10:00,2024-02-13 11:45:00,Stop Loss,-4.6,37
2024-02-14,AUROPHARMA,SELL,980.4,963.75,2024-02-14 09:35:00,2024-02-14 09:40:00,Target Hit,16.65,13
2024-02-15,AUROPHARMA,BUY,1017.6,1012.45,2024-02-15 09:20:00,2024-02-15 09:35:00,Stop Loss,-5.15,3
2024-02-16,AUROPHARMA,BUY,1031.85,1026.0,2024-02-16 09:20:00,2024-02-16 09:25:00,Stop Loss,-5.85,4
2024-02-19,AUROPHARMA,BUY,1053.85,1049.95,2024-02-19 09:35:00,2024-02-19 09:40:00,Stop Loss,-3.9,16
2024-02-20,AUROPHARMA,SELL,1029.8,1033.8,2024-02-20 09:50:00,2024-02-20 10:05:00,Stop Loss,-4.0,24
2024-02-20,AUROPHARMA,BUY,1045.2,1041.75,2024-02-20 10:55:00,2024-02-20 11:00:00,Stop Loss,-3.45,29
2024-02-21,AUROPHARMA,SELL,1048.4,1054.45,2024-02-21 09:20:00,2024-02-21 09:30:00,Stop Loss,-6.05,3
2024-02-22,AUROPHARMA,SELL,1036.35,1040.55,2024-02-22 09:30:00,2024-02-22 09:35:00,Stop Loss,-4.2,17
2024-02-23,AUROPHARMA,SELL,1040.85,1044.55,2024-02-23 09:25:00,2024-02-23 09:35:00,Stop Loss,-3.7,8
2024-02-26,AUROPHARMA,SELL,1031.75,1020.8,2024-02-26 09:45:00,2024-02-26 09:55:00,Target Hit,10.95,14
2024-02-27,AUROPHARMA,BUY,1046.5,1043.55,2024-02-27 12:15:00,2024-02-27 13:40:00,Stop Loss,-2.95,27
2024-02-28,AUROPHARMA,SELL,1035.3,1038.2,2024-02-28 10:55:00,2024-02-28 11:15:00,Stop Loss,-2.9,26
2024-02-29,AUROPHARMA,SELL,1018.4,1023.8,2024-02-29 09:20:00,2024-02-29 09:25:00,Stop Loss,-5.4,2
2024-02-29,AUROPHARMA,BUY,1030.0,1023.5,2024-02-29 09:35:00,2024-02-29 09:50:00,Stop Loss,-6.5,17
2024-03-01,AUROPHARMA,SELL,1016.0,1020.45,2024-03-01 09:25:00,2024-03-01 10:00:00,Stop Loss,-4.45,9
2024-03-02,AUROPHARMA,BUY,1057.3,1064.15,2024-03-02 09:45:00,2024-03-02 09:50:00,Target Hit,6.85,12
2024-03-04,AUROPHARMA,BUY,1091.8,1101.15,2024-03-04 09:20:00,2024-03-04 09:30:00,Target Hit,9.35,6
2024-03-05,AUROPHARMA,SELL,1074.05,1079.65,2024-03-05 11:20:00,2024-03-05 11:25:00,Stop Loss,-5.6,34
2024-03-05,AUROPHARMA,BUY,1088.8,1094.8,2024-03-05 12:55:00,2024-03-05 13:00:00,Target Hit,6.0,38
2024-03-06,AUROPHARMA,SELL,1070.95,1074.05,2024-03-06 09:20:00,2024-03-06 09:40:00,Stop Loss,-3.1,2
2024-03-07,AUROPHARMA,BUY,1064.95,1061.2,2024-03-07 09:30:00,2024-03-07 09:35:00,Stop Loss,-3.75,13
2024-03-11,AUROPHARMA,SELL,1053.0,1060.65,2024-03-11 09:35:00,2024-03-11 09:45:00,Stop Loss,-7.65,15
2024-03-11,AUROPHARMA,BUY,1072.3,1068.7,2024-03-11 11:55:00,2024-03-11 12:10:00,Stop Loss,-3.6,35
2024-03-12,AUROPHARMA,SELL,1062.1,1065.3,2024-03-12 09:25:00,2024-03-12 09:45:00,Stop Loss,-3.2,14
2024-03-13,AUROPHARMA,SELL,1046.55,1049.35,2024-03-13 09:20:00,2024-03-13 09:25:00,Stop Loss,-2.8,4
2024-03-14,AUROPHARMA,BUY,1017.55,1014.55,2024-03-14 09:35:00,2024-03-14 09:40:00,Stop Loss,-3.0,24
2024-03-15,AUROPHARMA,SELL,1000.55,992.0,2024-03-15 10:05:00,2024-03-15 10:15:00,Target Hit,8.55,25
2024-03-18,AUROPHARMA,BUY,1006.15,1012.0,2024-03-18 12:30:00,2024-03-18 14:35:00,Target Hit,5.85,28
2024-03-19,AUROPHARMA,SELL,1005.95,999.2,2024-03-19 09:50:00,2024-03-19 10:00:00,Target Hit,6.75,20
2024-03-20,AUROPHARMA,SELL,996.95,999.5,2024-03-20 10:20:00,2024-03-20 10:25:00,Stop Loss,-2.55,27
2024-03-20,AUROPHARMA,BUY,1011.5,1020.1,2024-03-20 11:40:00,2024-03-20 14:50:00,Target Hit,8.6,29
2024-03-21,AUROPHARMA,BUY,1029.45,1027.95,2024-03-21 15:05:00,2024-03-21 15:15:00,Time Exit,-1.5,32
2024-03-22,AUROPHARMA,BUY,1035.25,1031.75,2024-03-22 09:20:00,2024-03-22 09:25:00,Stop Loss,-3.5,3
2024-03-26,AUROPHARMA,BUY,1053.5,1047.95,2024-03-26 14:30:00,2024-03-26 14:35:00,Stop Loss,-5.55,29
2024-03-27,AUROPHARMA,SELL,1043.7,1046.8,2024-03-27 09:50:00,2024-03-27 10:00:00,Stop Loss,-3.1,16
